JRod,Edit ,Boulder,CO,USA,Owner or previous owner,2 May 2017,Pacific Time,12:00 PM,Online,14 Feb 2018,14 Feb 2018,71xx,7155,7 Mar 2018,20 Mar 2018,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,Early 2019,Late 2018,RWD,Black,PUP,LR,,20 Mar 2018,,,20 Mar 2018,Delivered,34 days,21 days,13 days
jrscarlett,Edit ,San Antonio,TX,USA,Non-owner,31 Mar 2016,Pacific Time,7:33 PM,Online,13 Apr 2018,13 Apr 2018,,,,,Deep Blue Metallic,18 inch Aero,Enhanced Autopilot,Apr 2018 - Jun 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,"Ordered online Pacific Time from San Jose, CA but live in TX",13 Apr 2018,,,,Configured,,,
jsalmon88,Edit ,"South Riding, VA",VA,USA,Non-owner,31 Mar 2016,Pacific Time,7:23 AM,In-Store,22 Mar 2018,23 Mar 2018,,,,,Midnight Silver Metallic,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,23 Mar 2018,,,,Configured,,,
jschwefel,Edit ,Indianapolis ,IN,USA,Owner or previous owner,31 Mar 2016,Pacific Time,9:00 AM,In-Store,18 Jan 2018,19 Jan 2018,597x,5975,2 Feb 2018,28 Feb 2018,Midnight Silver Metallic,19 inch Sport,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,4 Feb 2018,,,28 Feb 2018,Delivered,40 days,14 days,26 days
jschwefel (2) (see col AD),Edit ,Indianapolis,IN,USA,Owner or previous owner,,,,,,,,,,,,,,,,,,,,,Base model,4 Feb 2018,,This entry appears to be outdated. Click 'Edit' next to your username to make changes. Thanks.,,,,,
jsilverpa,Edit ,Palo Alto,CA,USA,Non-owner,31 Mar 2016,Pacific Time,1:30 PM,In-Store,10 Apr 2018,10 Apr 2018,,,,,Red Multi-Coat,,Enhanced Autopilot,Mar 2018 - May 2018,,,,,,,,10 Apr 2018,,,,Configured,,,
Jslip,Edit ,Vancouver,BC,Canada,Non-owner,16 Feb 2017,Pacific Time,8:46 AM,Online,,,,,,,,,,Mid 2018,Early 2019,Mid 2018,,,,,,11 Apr 2018,,,, Not yet invited,,,
jsm,Edit,Los Angeles,CA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,,In-Store,7 Dec 2017,7 Dec 2017,2297,2297,,6 Jan 2018,Deep Blue Metallic,18 inch Aero,None,,,,,,,,,31 Jan 2018,,,6 Jan 2018,Delivered,30 days,,
jsm11482,Edit,Leesburg,VA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,11:00 AM,In-Store,4 Jan 2018,,,,,,,,,,,,AWD,,,,Bought an S after I reserved the 3. May get the 3 next year when AWD and/or Performance are available.,31 Jan 2018,,,,.Deferring,,,
Jsmooth13,Edit ,Newark,DE,USA,Non-owner,31 Mar 2016,Eastern Time,11:00 AM,In-Store,6 Apr 2018,6 Apr 2018,,,,,Deep Blue Metallic,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,9 Apr 2018,,,,Configured,,,
Jsmooth13 (2),Edit ,Newark,DE,USA,Non-owner,31 Mar 2016,Eastern Time,11:00 AM,In-Store,6 Apr 2018,6 Apr 2018,,,,,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,9 Apr 2018,,,,Configured,,,
jstackman,Edit ,Issaquah,WA,USA,Non-owner,26 Oct 2016,Pacific Time,12:00 PM,Online,,,,,,,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,Aug 2018 - Oct 2018,Early 2019,Late 2018,Performance,Black,PUP,LR,,24 Mar 2018,,,, Not yet invited,,,
Jsvette56,Edit,Santa Clara,CA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,,Online,14 Dec 2017,14 Dec 2017,22xx,2255,21 Dec 2017,27 Dec 2017,Red Multi-Coat,,,,,,,,,,,31 Jan 2018,,,27 Dec 2017,Delivered,13 days,7 days,6 days
jszzsj,Edit ,Mountain View,CA,USA,Non-owner,19 Feb 2018,Pacific Time,7:00 PM,Online,,,,,,,,,,,,,,,,,,28 Feb 2018,,,, Not yet invited,,,
JTC_LA,Edit ,Los Angeles,CA,USA,Non-owner,5 May 2016,Pacific Time,7:53 AM,Online,,,,,,,,,,Jun 2018 - Aug 2018,Early 2019,Late 2018,,,,,,13 Apr 2018,,,, Not yet invited,,,
JTeslaD (see col AC),Edit ,Costa Mesa,CA,USA,Non-owner,31 Mar 2016,Pacific Time,10:30 AM,In-Store,22 Feb 2018,24 Feb 2018,140xx,14055,14 Apr 2018,,Midnight Silver Metallic,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,14 Apr 2018,Reservation date was autocorrected from 31 Mar 2018 to 31 Mar 2016.  Click 'Edit' next to your username to make changes. Thanks.,,,Configured,,49 days,
jtgardner,Edit ,Phoenix,AZ,USA,Non-owner,31 Mar 2016,Pacific Time,10:10 AM,In-Store,22 Feb 2018,25 Feb 2018,1490x,14905,10 Apr 2018,,Pearl White Multi-Coat,18 inch Aero,None,Early 2018,Late 2018,Mid 2018,RWD,Black,PUP,LR,,10 Apr 2018,,,,Configured,,44 days,
jtgebert,Edit,Milwaukee,WI,USA,Non-owner,31 Mar 2016,Pacific Time,8:00 PM,Online,,,,,,,,,,,,,,,,,,31 Jan 2018,,,, Not yet invited,,,
jtmodel3,Edit ,Central CA,CA,USA,Non-owner,1 Apr 2016,Pacific Time,10:30 PM,Online,,,,,,,Pearl White Multi-Coat,19 inch Sport,Enhanced Autopilot,Apr 2018 - Jun 2018,,,RWD,Black,,LR,,7 Apr 2018,,,, Not yet invited,,,
jtpassat,Edit ,Providence,RI,USA,Non-owner,31 Mar 2016,Eastern Time,12:00 PM,In-Store,6 Apr 2018,6 Apr 2018,,,,,Midnight Silver Metallic,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,6 Apr 2018,,,,Configured,,,
jtri,Edit ,Boston,MA,USA,Non-owner,31 Mar 2016,Pacific Time,10:03 AM,In-Store,22 Feb 2018,22 Feb 2018,74XX,7455,,31 Mar 2018,Deep Blue Metallic,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,18 Mar 2018,,,31 Mar 2018,Delivered,37 days,,
justbcoolr,Edit ,San Diego,CA,USA,Non-owner,1 Apr 2016,Pacific Time,10:30 AM,Online,22 Mar 2018,22 Mar 2018,1448x,14485,9 Apr 2018,13 Apr 2018,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,May 2018 - Jul 2018,Late 2018,Aug 2018 - Oct 2018,RWD,Black,PUP,LR,,9 Apr 2018,,,13 Apr 2018,Delivered,22 days,18 days,4 days
Justeazy,Edit ,Yosemite,CA,USA,Non-owner,21 Oct 2016,Pacific Time,8:17 PM,Online,,,,,,,Red Multi-Coat,18 inch Aero,,Jul 2018 - Sep 2018,Early 2019,Late 2018,,White,PUP,SR,,24 Mar 2018,,,, Not yet invited,,,
JustinP,Edit ,Tampa,FL,USA,Non-owner,31 Mar 2016,Pacific Time,8:00 AM,In-Store,22 Mar 2018,22 Mar 2018,,,,,Midnight Silver Metallic,18 inch Aero,None,Mar 2018 - May 2018,Late 2018,Mid 2018,RWD,Black,PUP,LR,,23 Mar 2018,,,,Configured,,,
JustJane (2),Edit ,Fort Mill,SC,USA,Non-owner,31 Mar 2016,Pacific Time,9:15 AM,In-Store,22 Feb 2018,,,,,,Pearl White Multi-Coat,19 inch Sport,Full Self-Driving,,,Late 2018,AWD,Black,PUP,LR,AWD,18 Mar 2018,,,,.Deferring,,,
JustJane (see col AC),Edit ,Fort Mill,SC,USA,Non-owner,31 Mar 2016,Pacific Time,9:15 AM,In-Store,22 Feb 2018,22 Feb 2018,95XX,9555,8 Mar 2018,29 Mar 2018,Midnight Silver Metallic,19 inch Sport,Enhanced Autopilot,Mar 2018 - May 2018,,,,,,,,18 Mar 2018,Reservation date was autocorrected from 31 Mar 3016 to 31 Mar 2016.  Click 'Edit' next to your username to make changes. Thanks.,,29 Mar 2018,Delivered,35 days,14 days,21 days
Justmurr,Edit ,Coopersburg,PA,USA,Non-owner,31 Mar 2016,Eastern Time,10:25 AM,In-Store,22 Mar 2018,22 Mar 2018,144xx,14455,8 Apr 2018,2 May 2018,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,11 Apr 2018,,,,Del scheduled,41 days,17 days,24 days
JV0000,Edit ,"Temecula, CA",CA,USA,Non-owner,4 Mar 2017,Pacific Time,12:17 AM,Online,,,,,,,,,,,,,,,,,,13 Mar 2018,,,, Not yet invited,,,
jvalencia,Edit ,San Diego,CA,USA,Non-owner,31 Mar 2016,Pacific Time,10:15 AM,In-Store,22 Feb 2018,23 Mar 2018,110XX,11055,26 Mar 2018,30 Mar 2018,Red Multi-Coat,19 inch Sport,Full Self-Driving,,,,,Black,,LR,,26 Mar 2018,,,30 Mar 2018,Delivered,7 days,3 days,4 days
jvalencia (2),Edit ,San Diego,CA,USA,Non-owner,31 Mar 2016,Pacific Time,10:15 AM,In-Store,22 Feb 2018,23 Mar 2018,,,,,,,,,,,,,,,,26 Mar 2018,,,,Configured,,,
jvmoore1,Edit ,Mobile,AL,USA,Non-owner,31 Mar 2016,Eastern Time,10:00 PM,Online,13 Apr 2018,,,,,,,,,May 2018 - Jul 2018,,,,,,,,13 Apr 2018,,,,.Deferring,,,
jw649,Edit ,San Diego,CA,USA,Non-owner,31 Mar 2016,Pacific Time,12:15 PM,In-Store,22 Feb 2018,22 Feb 2018,83xx,8355,13 Mar 2018,20 Mar 2018,Pearl White Multi-Coat,19 inch Sport,None,,,,RWD,Black,PUP,LR,,15 Mar 2018,,,20 Mar 2018,Delivered,26 days,19 days,7 days
Jwag (see col AC),Edit ,Hampstead,MD,USA,Non-owner,1 Apr 2016,Pacific Time,7:00 AM,Online,,,,,,,Silver Metallic,18 inch Aero,None,Jun 2018 - Aug 2018,Early 2019,Late 2018,RWD,Black,PUP,LR,,10 Feb 2018,Reservation date was autocorrected from 1 Apr 2018 to 1 Apr 2016.  Click 'Edit' next to your username to make changes. Thanks.,,, Not yet invited,,,
jwardell,Edit,Boston,MA,USA,Non-owner,1 Apr 2016,Pacific Time,5:00 AM,Online,,,,,,,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,May 2018 - Jul 2018,,,RWD,,PUP,LR,,31 Jan 2018,,,, Not yet invited,,,
Jwass,Edit,Boca Raton,FL,USA,Non-owner,31 Mar 2016,Pacific Time,10:30 AM,In-Store,,,,,,,,,,,,,,,,,,31 Jan 2018,,,, Not yet invited,,,
jwhdtesla,Edit,San Jose,CA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,10:50 AM,In-Store,21 Nov 2017,21 Nov 2017,25xx,2555,21 Dec 2017,27 Dec 2017,Red Multi-Coat,19 inch Sport,Enhanced Autopilot,,,,,,,,,31 Jan 2018,,,27 Dec 2017,Delivered,36 days,30 days,6 days
JWiC,Edit ,Portland,OR,USA,Non-owner,31 Mar 2016,Pacific Time,10:30 AM,In-Store,28 Feb 2018,28 Feb 2018,116xx,11655,21 Mar 2018,3 Apr 2018,Red Multi-Coat,18 inch Aero,Full Self-Driving,,,,RWD,Black,PUP,LR,,30 Mar 2018,,,3 Apr 2018,Delivered,34 days,21 days,13 days
jwr,Edit,Toronto,ON,Canada,Non-owner,13 Jun 2016,Pacific Time,,Online,,,,,,,Solid Black,18 inch Aero,None,,,,,,,,,31 Jan 2018,,,, Not yet invited,,,
jya*,Edit,Boston,MA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,8:15 AM,In-Store,4 Jan 2018,,,,,,,,,,,,,,,,,31 Jan 2018,,,,.Deferring,,,
JZ,Edit ,Scottsdale,AZ,USA,Non-owner,31 Mar 2016,Mountain Time,10:30 AM,In-Store,28 Feb 2018,3 Mar 2018,,,,,Pearl White Multi-Coat,19 inch Sport,Enhanced Autopilot,,,,,,,,,28 Mar 2018,,,5 Apr 2018,Delivered,,,
JZ (2),Edit ,,,USA,Non-owner,31 Mar 2016,Mountain Time,10:30 AM,In-Store,,,,,,,,,,,,,,,,,,28 Mar 2018,,,, Not yet invited,,,
jzadroga,Edit,Doylestown,PA,USA,Non-owner,1 Apr 2016,Pacific Time,9:00 AM,Online,,,,,,,,,,,,,,,,,,31 Jan 2018,,,, Not yet invited,,,
jzn,Edit ,Des Moines,IA,USA,Non-owner,31 Mar 2016,Central Time,7:36 PM,Online,5 Apr 2018,9 Apr 2018,165xx,16555,12 Apr 2018,,Silver Metallic,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,13 Apr 2018,,,,Configured,,3 days,
K_dizzle,Edit ,London,ON,Canada,Non-owner,31 Mar 2016,Eastern Time,6:00 PM,Online,27 Mar 2018,27 Mar 2018,,,,,Pearl White Multi-Coat,19 inch Sport,Enhanced Autopilot,Mid 2018,Late 2018,Mid 2018,RWD,Black,PUP,LR,,27 Mar 2018,,,,Configured,,,
K-MTG,Edit,Irvine,CA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,,Online,15 Dec 2017,15 Dec 2017,21xx,2155,20 Dec 2017,24 Dec 2017,,,None,,,,,,,,,31 Jan 2018,,,24 Dec 2017,Delivered,9 days,5 days,4 days
kaffine,Edit ,Las Vegas,NV,USA,Non-owner,31 Mar 2016,Pacific Time,10:30 AM,In-Store,22 Mar 2018,22 Mar 2018,,,,,Red Multi-Coat,18 inch Aero,Full Self-Driving,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,25 Mar 2018,,,,Configured,,,
kainlan,Edit ,Austin,TX,USA,Non-owner,31 Mar 2016,Central Time,11:00 AM,In-Store,22 Mar 2018,22 Mar 2018,130XX,13055,4 Apr 2018,24 Apr 2018,Deep Blue Metallic,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,12 Apr 2018,,,,Del scheduled,33 days,13 days,20 days
kalki,Edit ,san diego,CA,USA,Non-owner,31 Mar 2016,Pacific Time,8:00 PM,Online,28 Feb 2018,2 Mar 2018,120xx,12055,22 Mar 2018,29 Mar 2018,Midnight Silver Metallic,19 inch Sport,Full Self-Driving,Apr 2018 - Jun 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,,31 Mar 2018,,,29 Mar 2018,Delivered,27 days,20 days,7 days
kallis,Edit ,Atlanta,GA,USA,Non-owner,8 Jul 2017,Pacific Time,,Online,,,,,,,,,,,,,,,,,,15 Mar 2018,,,, Not yet invited,,,
kalpa11,Edit ,Orange County,CA,USA,Non-owner,31 Mar 2016,Pacific Time,3:30 PM,In-Store,10 Apr 2018,10 Apr 2018,184xx,18455,14 Apr 2018,,Pearl White Multi-Coat,19 inch Sport,Enhanced Autopilot,Mar 2018 - May 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,,14 Apr 2018,,,,Configured,,4 days,
kamage,Edit ,Shelbyville,TN,USA,Non-owner,31 Mar 2016,Central Time,8:00 PM,Online,6 Apr 2018,6 Apr 2018,,,,,Solid Black,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,,LR,,10 Apr 2018,,,,Configured,,,
Kamil,Edit ,Aurora,CO,USA,Owner or previous owner,1 Apr 2016,Pacific Time,5:22 PM,Online,24 Jan 2018,24 Jan 2018,486x,4865,5 Feb 2018,13 Feb 2018,Solid Black,18 inch Aero,Enhanced Autopilot,Dec 2017 - Feb 2018,,,RWD,Black,PUP,LR,,9 Feb 2018,,,13 Feb 2018,Delivered,20 days,12 days,8 days
Kannik,Edit ,SF Bay Area,CA,USA,Non-owner,31 Mar 2016,Pacific Time,11:00 AM,In-Store,22 Mar 2018,22 Mar 2018,,,,,Deep Blue Metallic,18 inch Aero,None,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,24 Mar 2018,,,,Configured,,,
Kapachia,Edit,Los Angeles,CA,USA,Owner or previous owner,12 Apr 2016,Pacific Time,,Online,24 Jan 2018,25 Jan 2018,615X,6155,1 Feb 2018,10 Feb 2018,Silver Metallic,19 inch Sport,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,1 Feb 2018,,,10 Feb 2018,Delivered,16 days,7 days,9 days
kapilthakur79,Edit,Kent,WA,USA,Non-owner,2 Dec 2017,Pacific Time,1:00 PM,Online,,,,,,,,,,,,,,,,,,31 Jan 2018,,,, Not yet invited,,,
kapplebaum,Edit ,Sacramento,CA,USA,Non-owner,31 Mar 2016,Pacific Time,11:00 AM,In-Store,1 Mar 2018,1 Mar 2018,9157,9157,30 Mar 2018,,Pearl White Multi-Coat,18 inch Aero,Full Self-Driving,,,,RWD,Black,PUP,LR,,30 Mar 2018,,,3 Apr 2018,Delivered,,29 days,
Kaps,Edit ,,MI,USA,Owner or previous owner,17 Apr 2017,Pacific Time,12:00 PM,Online,14 Feb 2018,,,,,,,,,,,,,,,,,18 Feb 2018,,,,.Deferring,,,
karchlin,Edit ,Dallas,TX,USA,Non-owner,31 Mar 2016,Central Time,10:20 AM,In-Store,22 Feb 2018,22 Feb 2018,10115,10115,30 Mar 2018,21 Apr 2018,Solid Black,18 inch Aero,Enhanced Autopilot,,,,,,,,,5 Apr 2018,,,,Del scheduled,58 days,36 days,22 days
Karenh,Edit ,San Marcos,CA,USA,Non-owner,31 Mar 2016,Pacific Time,6:00 PM,Online,28 Feb 2018,1 Mar 2018,914X,9145,28 Mar 2018,,Pearl White Multi-Coat,18 inch Aero,Enhanced Autopilot,Apr 2018 - Jun 2018,,,RWD,Black,PUP,LR,,28 Mar 2018,,,3 Apr 2018,Delivered,,27 days,
karlmitchell,Edit ,Pasadena,CA,USA,Non-owner,31 Mar 2016,Pacific Time,10:00 PM,Online,,,,,,,Red Multi-Coat,18 inch Aero,Full Self-Driving,May 2018 - Jul 2018,Early 2019,Late 2018,RWD,Black,PUP,LR,,31 Mar 2018,,,, Not yet invited,,,
Karlsays,Edit ,Allen,TX,USA,Non-owner,31 Mar 2016,Pacific Time,7:30 PM,Online,,,,,,,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,Apr 2018 - Jun 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,,8 Feb 2018,,,, Not yet invited,,,
Karma,Edit,Safety Harbor,FL,USA,Owner or previous owner,2 Apr 2016,Pacific Time,7:00 AM,Online,26 Jan 2018,26 Jan 2018,,,,,Solid Black,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,31 Jan 2018,,,28 Feb 2018,Delivered,,,
Kartal,Edit ,San Diego,CA,USA,Non-owner,24 Jul 2016,Pacific Time,11:43 PM,Online,,,,,,,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,Jul 2018 - Sep 2018,Early 2019,Late 2018,RWD,Black,PUP,LR,,11 Mar 2018,,,, Not yet invited,,,
KarthikNagaraj,Edit,Bay Area,CA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,10:10 AM,In-Store,22 Nov 2017,22 Nov 2017,1921,1921,4 Dec 2017,,Midnight Silver Metallic,19 inch Sport,Enhanced Autopilot,,,,,,,,,31 Jan 2018,,,25 Dec 2017,Delivered,,12 days,
Kartik,Edit ,"Washington, DC",DC,USA,Non-owner,31 Mar 2016,Eastern Time,4:30 AM,In-Store,10 Apr 2018,11 Apr 2018,,,,,Pearl White Multi-Coat,18 inch Aero,Enhanced Autopilot,Apr 2018 - Jun 2018,Jun 2018 - Aug 2018,,RWD,Black,,LR,,12 Apr 2018,,,,Configured,,,
kartikrishi,Edit ,Seattle,WA,USA,Non-owner,31 Mar 2016,Pacific Time,9:06 AM,In-Store,23 Feb 2018,26 Feb 2018,114XX,11455,24 Mar 2018,,Solid Black,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,Mid 2018,Mid 2018,RWD,Black,PUP,LR,,24 Mar 2018,,,31 Mar 2018,Delivered,,26 days,
kartikrishi (2),Edit ,Seattle,WA,USA,Non-owner,31 Mar 2016,Pacific Time,9:06 AM,In-Store,23 Feb 2018,,,,,,,,,Mar 2018 - May 2018,Mid 2018,Mid 2018,,,,,,24 Mar 2018,,,,.Deferring,,,
Kash04,Edit ,Houston,TX,USA,Owner or previous owner,3 Apr 2016,Pacific Time,10:00 AM,Online,27 Jan 2018,28 Jan 2018,5500,5500,16 Feb 2018,28 Feb 2018,Deep Blue Metallic,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,16 Feb 2018,,,28 Feb 2018,Delivered,31 days,19 days,12 days
Kash04 (2),Edit ,Houston,TX,USA,Owner or previous owner,20 Dec 2017,,,Online,14 Feb 2018,,,,,,,,,,,,,,,,,16 Feb 2018,,,,.Deferring,,,
kat2000,Edit,League City,TX,USA,Non-owner,31 Mar 2016,Pacific Time,7:00 PM,Online,,,,,,,Pearl White Multi-Coat,19 inch Sport,Enhanced Autopilot,Apr 2018 - Jun 2018,,,,,,,,31 Jan 2018,,,, Not yet invited,,,
kate.leatherbury,Edit ,Atlanta,GA,USA,Non-owner,31 Mar 2016,Eastern Time,11:00 AM,In-Store,23 Mar 2018,23 Mar 2018,,,,,Pearl White Multi-Coat,19 inch Sport,Enhanced Autopilot,Feb 2018 - Apr 2018,,,RWD,Black,PUP,LR,,29 Mar 2018,,,,Configured,,,
KathyM,Edit ,Bozeman,MT,USA,Owner or previous owner,31 Mar 2016,Mountain Time,10:47 AM,In-Store,17 Jan 2018,24 Mar 2018,1541x,15415,2 Apr 2018,,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,Nov 2017 - Jan 2018,,,RWD,Black,PUP,LR,Was waiting for AWD but decided to jump and buy one after driving one,2 Apr 2018,,,,Configured,,9 days,
katio,Edit ,Los Angeles,CA,USA,Non-owner,1 Apr 2016,Pacific Time,10:00 PM,Online,,,,,,,Deep Blue Metallic,19 inch Sport,Enhanced Autopilot,May 2018 - Jul 2018,Early 2019,Late 2018,RWD,White,PUP,LR,,27 Mar 2018,,,, Not yet invited,,,
katman,Edit ,Fort Worth,TX,USA,Non-owner,31 Mar 2016,Central Time,11:00 AM,In-Store,,,,,,,Midnight Silver Metallic,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,Mar 2018 - May 2018,Mar 2018 - May 2018,RWD,White,Standard,LR,I want a white interior option,28 Mar 2018,,,, Not yet invited,,,
katman (2),Edit ,Fort Worth,TX,USA,Non-owner,31 Mar 2016,Central Time,11:00 AM,In-Store,28 Mar 2018,,,,,,,,,,,,,,,,,28 Mar 2018,,,,.Deferring,,,
Kaust2much4u (see col AC),Edit ,CT ,CT,USA,Non-owner,31 Mar 2016,Pacific Time,12:30 PM,In-Store,,,,,,,Pearl White Multi-Coat,19 inch Sport,Enhanced Autopilot,Mar 2018 - May 2018,Late 2018,Late 2018,RWD,,,LR,,17 Mar 2018,Reservation date was autocorrected from 31 Mar 2018 to 31 Mar 2016.  Click 'Edit' next to your username to make changes. Thanks.,,, Not yet invited,,,
Kaz,Edit,San Francisco ,CA,USA,Non-owner,31 Mar 2016,Pacific Time,8:30 PM,Online,,,,,,,Solid Black,19 inch Sport,Enhanced Autopilot,Apr 2018 - Jun 2018,,,,,,,,31 Jan 2018,,,, Not yet invited,,,
Kaz (2),Edit,San Francisco ,CA,USA,Non-owner,31 Mar 2016,Pacific Time,8:30 PM,Online,,,,,,,Solid Black,19 inch Sport,Enhanced Autopilot,Apr 2018 - Jun 2018,,,,,,,,31 Jan 2018,,,, Not yet invited,,,
KazInVan,Edit ,Vancouver,BC,Canada,Non-owner,3 Sep 2016,Pacific Time,5:00 PM,Online,,,,,,,Deep Blue Metallic,18 inch Aero,Enhanced Autopilot,Mid 2018,Mid 2018,,AWD,White,PUP,LR,,25 Mar 2018,,,, Not yet invited,,,
kbaker,Edit ,"Schaumburg,",IL,USA,Non-owner,31 Mar 2016,Pacific Time,10:05 AM,In-Store,22 Feb 2018,22 Feb 2018,8964,8964,9 Mar 2018,,Deep Blue Metallic,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,14 Mar 2018,,,27 Mar 2018,Delivered,,15 days,
kbear,Edit ,Denton County,TX,USA,Non-owner,31 Mar 2016,Central Time,11:30 AM,In-Store,6 Apr 2018,6 Apr 2018,1754x,17545,8 Apr 2018,,Solid Black,19 inch Sport,Enhanced Autopilot,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,8 Apr 2018,,,,Configured,,2 days,
Kbra,Edit,Santa Barbara,CA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,12:00 PM,In-Store,7 Dec 2017,7 Dec 2017,,,,29 Dec 2017,Deep Blue Metallic,18 inch Aero,Enhanced Autopilot,,,,,,,,,31 Jan 2018,,,29 Dec 2017,Delivered,22 days,,
Kbra,Edit ,San Luis Obispo,CA,USA,Owner or previous owner,12 Apr 2016,Pacific Time,12:00 AM,Online,24 Jan 2018,28 Jan 2018,75xx,7555,13 Mar 2018,30 Mar 2018,Pearl White Multi-Coat,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,Delivery keeps pushing out. Tesla found defects prior to transport.,2 Apr 2018,,,30 Mar 2018,Delivered,61 days,44 days,17 days
KC,Edit ,Kansas City,KS,USA,Non-owner,2 Apr 2016,Pacific Time,3:25 PM,Online,,,,,,,Deep Blue Metallic,18 inch Aero,Enhanced Autopilot,Jun 2018 - Aug 2018,Early 2019,Late 2018,RWD,Cream,PUP,LR,,23 Mar 2018,,,, Not yet invited,,,
kcarz,Edit ,,CA,USA,Non-owner,31 Mar 2016,Pacific Time,8:45 AM,In-Store,26 Mar 2018,27 Mar 2018,,,,,Silver Metallic,18 inch Aero,None,,Late 2018,Mid 2018,,Black,PUP,LR,,27 Mar 2018,,,,Configured,,,
kcarz (2),Edit ,,CA,USA,Non-owner,31 Mar 2016,Pacific Time,8:45 AM,In-Store,,,,,,,,,,,,,,,,,,27 Mar 2018,,,, Not yet invited,,,
kcrespin,Edit ,Lamar,CO,USA,Non-owner,31 Mar 2016,Mountain Time,10:00 AM,In-Store,6 Apr 2018,6 Apr 2018,1655x,16555,9 Apr 2018,,Silver Metallic,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,Late 2018,Mid 2018,RWD,Black,PUP,LR,,12 Apr 2018,,,,Configured,,3 days,
kdcook,Edit ,Corte Madera,CA,USA,Non-owner,31 Mar 2016,Pacific Time,1:30 PM,In-Store,10 Apr 2018,10 Apr 2018,,,,,Pearl White Multi-Coat,18 inch Aero,None,Mar 2018 - May 2018,,,,,,LR,,10 Apr 2018,,,,Configured,,,
kdh.redmond,Edit ,Bellevue,WA,USA,Non-owner,31 Mar 2016,Pacific Time,1:30 PM,In-Store,,,,,,,,,,Mar 2018 - May 2018,Late 2018,Late 2018,,,,,,24 Mar 2018,,,, Not yet invited,,,
kdingh,Edit ,Kansas City,MO,USA,Non-owner,31 Mar 2016,Central Time,11:00 AM,In-Store,22 Mar 2018,,,,,,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,,,Mid 2018,AWD,,PUP,LR,Waiting for AWD Specs,25 Mar 2018,,,,.Deferring,,,
keith5885,Edit ,San Diego,CA,USA,Non-owner,31 Mar 2016,Pacific Time,2:00 PM,In-Store,22 Feb 2018,1 Mar 2018,108XX,10855,22 Mar 2018,30 Mar 2018,Midnight Silver Metallic,19 inch Sport,None,,,,RWD,Black,Standard,LR,,27 Mar 2018,,,30 Mar 2018,Delivered,29 days,21 days,8 days
