bbcoach,Edit,Murrieta,CA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,8:00 PM,Online,23 Dec 2017,23 Dec 2017,2751,2751,5 Jan 2018,15 Jan 2018,Midnight Silver Metallic,18 inch Aero,Full Self-Driving,,,,RWD,Black,PUP,LR,,31 Jan 2018,,,15 Jan 2018,Delivered,23 days,13 days,10 days
bblevis,Edit,Fremont,CA,USA,Non-owner,31 Mar 2016,Pacific Time,10:02 AM,In-Store,21 Nov 2017,23 Nov 2017,17xx,1755,18 Dec 2017,22 Dec 2017,Midnight Silver Metallic,19 inch Sport,Full Self-Driving,,,,,,,,,31 Jan 2018,,,22 Dec 2017,Delivered,29 days,25 days,4 days
bbrag,Edit ,Louisville,CO,USA,Non-owner,31 Mar 2016,Mountain Time,4:00 PM,In-Store,10 Apr 2018,10 Apr 2018,,,,,Deep Blue Metallic,18 inch Aero,Full Self-Driving,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,10 Apr 2018,,,,Configured,,,
bbrazeal,Edit ,Nebraska,NE,USA,Owner or previous owner,31 Mar 2016,Pacific Time,,In-Store,24 Jan 2018,26 Jan 2018,49xx,4955,10 Feb 2018,23 Feb 2018,Solid Black,18 inch Aero,Enhanced Autopilot,Nov 2017 - Jan 2018,Late 2018,Mid 2018,RWD,Black,PUP,LR,,16 Feb 2018,,,23 Feb 2018,Delivered,28 days,15 days,13 days
bbtwo,Edit ,Folsom,CA,USA,Non-owner,30 Jul 2017,Pacific Time,6:00 PM,Online,,,,,,,,,,Late 2018,Early 2019,Late 2018,,,,,,27 Feb 2018,,,, Not yet invited,,,
bchang2001,Edit,Anaheim,CA,USA,Non-owner,31 Mar 2016,Pacific Time,1:00 PM,In-Store,,,,,,,Midnight Silver Metallic,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,,,,,,,,31 Jan 2018,,,, Not yet invited,,,
BD42,Edit,San Diego,CA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,7:00 PM,Online,22 Dec 2017,18 Jan 2018,,,,,Pearl White Multi-Coat,19 inch Sport,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,31 Jan 2018,,,20 Feb 2018,Delivered,,,
be10,Edit ,chicago,IL,USA,Non-owner,31 Mar 2016,Pacific Time,9:00 AM,In-Store,22 Feb 2018,22 Feb 2018,,,,,,,,Mar 2018 - May 2018,Late 2018,Late 2018,,,,,,23 Feb 2018,,,27 Mar 2018,Delivered,,,
be10 (2),Edit ,,,USA,Non-owner,31 Mar 2016,,,In-Store,,,,,,,,,,Mar 2018 - May 2018,Late 2018,Late 2018,,,,,,23 Feb 2018,,,, Not yet invited,,,
beachgirl,Edit,Annapolis,MD,USA,Owner or previous owner,31 Mar 2016,Pacific Time,,Online,4 Jan 2018,4 Jan 2018,43xx,4355,22 Jan 2018,2 Feb 2018,Pearl White Multi-Coat,18 inch Aero,Enhanced Autopilot,,,,,,,,,31 Jan 2018,,,2 Feb 2018,Delivered,29 days,18 days,11 days
Beagle,Edit ,,CA,USA,Non-owner,31 Mar 2016,Pacific Time,3:00 PM,In-Store,10 Apr 2018,10 Apr 2018,,,,,Pearl White Multi-Coat,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,,,,Black,PUP,LR,,14 Apr 2018,,,,Configured,,,
Beakmeister,Edit,Los Angeles,CA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,12:05 PM,In-Store,7 Dec 2017,7 Dec 2017,22xx,2255,21 Dec 2017,28 Dec 2017,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,31 Jan 2018,,,28 Dec 2017,Delivered,21 days,14 days,7 days
beans,Edit ,Dublin,CA,USA,Non-owner,31 Mar 2016,Pacific Time,10:58 AM,In-Store,22 Mar 2018,22 Mar 2018,9371,9371,22 Mar 2018,31 Mar 2018,Solid Black,19 inch Sport,Enhanced Autopilot,Mar 2018 - May 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,Insta-VIN,30 Mar 2018,,,31 Mar 2018,Delivered,9 days,0 days,9 days
beans (2),Edit ,Dublin,CA,USA,Non-owner,13 Feb 2017,Pacific Time,2:00 PM,Online,,,,,,,Midnight Silver Metallic,18 inch Aero,Enhanced Autopilot,Jul 2018 - Sep 2018,Early 2019,Late 2018,RWD,Black,PUP,SR,SR,30 Mar 2018,,,, Not yet invited,,,
beantownrich,Edit ,Natick,MA,USA,Non-owner,31 Mar 2016,Eastern Time,11:30 AM,In-Store,10 Apr 2018,10 Apr 2018,182XX,18255,11 Apr 2018,,Red Multi-Coat,19 inch Sport,Enhanced Autopilot,Mar 2018 - May 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,,11 Apr 2018,,,,Configured,,1 days,
Beastpilot,Edit ,Seattle,WA,USA,Owner or previous owner,1 Apr 2016,Pacific Time,9:00 AM,Online,24 Jan 2018,7 Apr 2018,,,,,Red Multi-Coat,18 inch Aero,None,,,Mid 2018,RWD,Black,PUP,LR,,7 Apr 2018,,,,Configured,,,
beaulucithough,Edit ,San Diego,CA,USA,Non-owner,31 Mar 2016,Pacific Time,7:30 PM,Online,28 Feb 2018,28 Feb 2018,,,,,,,,,,,,,,,,28 Feb 2018,,,2 Apr 2018,Delivered,,,
Beavertail S,Edit,Jamestown,RI,USA,Owner or previous owner,31 Mar 2016,Pacific Time,10:00 PM,Online,19 Jan 2018,19 Jan 2018,474x,4745,20 Jan 2018,,Midnight Silver Metallic,19 inch Sport,Enhanced Autopilot,,,,RWD,Black,PUP,LR,"No email, My Tesla allowed configuration",31 Jan 2018,,,21 Feb 2018,Delivered,,1 days,
BeechNut,Edit ,Seattle,WA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,9:00 PM,Online,9 Feb 2018,11 Feb 2018,58xx,5855,14 Mar 2018,20 Mar 2018,Pearl White Multi-Coat,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,16 Mar 2018,,,20 Mar 2018,Delivered,37 days,31 days,6 days
Beetlebaum,Edit ,So Cal,CA,USA,Non-owner,31 Mar 2016,Pacific Time,10:00 AM,In-Store,22 Feb 2018,23 Feb 2018,126XX,12655,9 Apr 2018,,Midnight Silver Metallic,18 inch Aero,Enhanced Autopilot,,,,,Black,PUP,LR,,9 Apr 2018,,,,Configured,,45 days,
Befouler,Edit ,"Brandon, FL",FL,USA,Non-owner,31 Mar 2016,Eastern Time,11:31 PM,Online,6 Apr 2018,6 Apr 2018,156xx,15655,6 Apr 2018,,Deep Blue Metallic,19 inch Sport,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,10 Apr 2018,,,,Configured,,0 days,
bein.tien,Edit ,San Diego,CA,USA,Non-owner,31 Mar 2016,Pacific Time,9:00 PM,In-Store,22 Mar 2018,,,,,,,,,,,,,,,,Waiting for white interior.,22 Mar 2018,,,,.Deferring,,,
BellevueEd (see col AC),Edit ,,WA,USA,Non-owner,31 Mar 2016,Pacific Time,7:15 PM,Online,13 Apr 2018,,,,,,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,13 Apr 2018,Reservation date was autocorrected from 31 Mar 2018 to 31 Mar 2016.  Click 'Edit' next to your username to make changes. Thanks.,,,.Deferring,,,
benedictc,Edit ,Los Angeles,CA,USA,Non-owner,31 Mar 2016,Pacific Time,7:00 PM,Online,6 Apr 2018,6 Apr 2018,,,,,Pearl White Multi-Coat,18 inch Aero,Enhanced Autopilot,Apr 2018 - Jun 2018,,,RWD,Black,PUP,LR,,6 Apr 2018,,,,Configured,,,
benichols,Edit,Boulder,CO,USA,Non-owner,31 Mar 2016,Pacific Time,9:30 PM,Online,,,,,,,Solid Black,18 inch Aero,Full Self-Driving,May 2018 - Jul 2018,,,RWD,Black,PUP,LR,,31 Jan 2018,,,, Not yet invited,,,
benjiejr,Edit ,San Antonio,TX,USA,Owner or previous owner,31 Mar 2016,Pacific Time,8:30 PM,Online,18 Jan 2018,18 Jan 2018,49xx,4955,27 Feb 2018,21 Mar 2018,Solid Black,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,5 Mar 2018,,,21 Mar 2018,Delivered,62 days,40 days,22 days
benjy42,Edit ,SF Bay Area,CA,USA,Non-owner,31 Mar 2016,Pacific Time,10:00 AM,In-Store,22 Feb 2018,26 Feb 2018,117xx,11755,25 Mar 2018,29 Mar 2018,Deep Blue Metallic,18 inch Aero,None,Mar 2018 - May 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,,30 Mar 2018,,,29 Mar 2018,Delivered,31 days,27 days,4 days
bennyc2991,Edit ,Houston,TX,USA,Non-owner,31 Mar 2016,Pacific Time,,In-Store,,,,,,,,,,,,,,,,,,22 Feb 2018,,,, Not yet invited,,,
Benphia,Edit ,Portland,OR,USA,Owner or previous owner,4 Apr 2016,Pacific Time,5:00 PM,Online,24 Jan 2018,24 Jan 2018,49xx,4955,4 Feb 2018,,Solid Black,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,5 Feb 2018,,,26 Feb 2018,Delivered,,11 days,
BenW,Edit,,CA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,,In-Store,7 Dec 2017,7 Dec 2017,,,,6 Jan 2018,Deep Blue Metallic,19 inch Sport,Full Self-Driving,,,,,,,,,31 Jan 2018,,,6 Jan 2018,Delivered,30 days,,
Bergatron (see col AC),Edit ,Chicago,IL,USA,Non-owner,31 Mar 2016,Central Time,4:00 PM,In-Store,,18 Mar 2018,123xx,12355,29 Mar 2018,,Deep Blue Metallic,19 inch Sport,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,2 Apr 2018,Reservation date was autocorrected from 31 Mar 2018 to 31 Mar 2016.  Click 'Edit' next to your username to make changes. Thanks.,,,Configured,,11 days,
BernardG,Edit ,Los Angeles,CA,USA,Non-owner,31 Mar 2016,Pacific Time,11:30 AM,In-Store,28 Feb 2018,28 Feb 2018,95xx,9555,20 Mar 2018,26 Mar 2018,Midnight Silver Metallic,19 inch Sport,Enhanced Autopilot,Mar 2018 - May 2018,Late 2018,Mid 2018,RWD,Black,Standard,LR,,27 Mar 2018,,,26 Mar 2018,Delivered,26 days,20 days,6 days
BernieB,Edit ,Rockville,MD,USA,Non-owner,31 Mar 2016,Eastern Time,10:45 AM,In-Store,22 Mar 2018,22 Mar 2018,156xx,15655,2 Apr 2018,23 Apr 2018,Pearl White Multi-Coat,19 inch Sport,Enhanced Autopilot,Mar 2018 - May 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,,13 Apr 2018,,,,Del scheduled,32 days,11 days,21 days
Bert,Edit ,Nashville,TN,USA,Non-owner,31 Mar 2016,Pacific Time,11:30 AM,In-Store,22 Mar 2018,22 Mar 2018,,,,,Solid Black,18 inch Aero,Enhanced Autopilot,Apr 2018 - Jun 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,,22 Mar 2018,,,,Configured,,,
Bertrandshoemaker,Edit ,Detroit,MI,USA,Non-owner,13 Mar 2018,Eastern Time,2:00 PM,Online,,,,,,,Deep Blue Metallic,18 inch Aero,None,Late 2018,Early 2019,Late 2018,RWD,Black,PUP,SR,,6 Apr 2018,,,, Not yet invited,,,
Bestjax,Edit ,Boston Area,MA,USA,Non-owner,31 Mar 2016,Pacific Time,8:45 PM,Online,,,,,,,,18 inch Aero,Enhanced Autopilot,Apr 2018 - Jun 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,,22 Feb 2018,,,, Not yet invited,,,
bestmacs,Edit ,Kansas City,KS,USA,Non-owner,31 Mar 2016,Mountain Time,7:00 PM,Online,6 Apr 2018,,,,,,Solid Black,18 inch Aero,Enhanced Autopilot,Apr 2018 - Jun 2018,Mid 2018,Late 2018,RWD,Black,PUP,LR,,7 Apr 2018,,,,.Deferring,,,
BeteN,Edit ,Houston,TX,USA,Non-owner,1 Apr 2016,Pacific Time,10:00 AM,Online,,,,,,,Solid Black,18 inch Aero,Enhanced Autopilot,May 2018 - Jul 2018,Early 2019,Late 2018,RWD,Black,PUP,LR,,20 Mar 2018,,,, Not yet invited,,,
BFData,Edit ,West Palm Beach,FL,USA,Non-owner,31 Mar 2016,Eastern Time,11:10 AM,In-Store,22 Mar 2018,22 Mar 2018,147xx,14755,12 Apr 2018,,Pearl White Multi-Coat,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,Late 2018,Mid 2018,RWD,Black,PUP,LR,,12 Apr 2018,,,,Configured,,21 days,
bfp1104,Edit ,Nashville,TN,USA,Non-owner,3 Apr 2016,Pacific Time,,Online,,,,,,,,,,Jul 2018 - Sep 2018,Early 2019,Late 2018,,,,,,22 Feb 2018,,,, Not yet invited,,,
bg2601,Edit ,Tampa,FL,USA,Non-owner,31 Mar 2016,Pacific Time,7:01 PM,Online,28 Feb 2018,2 Mar 2018,103XX,10355,4 Apr 2018,,Midnight Silver Metallic,18 inch Aero,Enhanced Autopilot,Feb 2018 - Apr 2018,,,RWD,Black,PUP,LR,,6 Apr 2018,,,,Configured,,33 days,
bgarret,Edit,Grand Haven,MI,USA,Owner or previous owner,31 Mar 2016,Pacific Time,1:25 PM,In-Store,4 Jan 2018,5 Jan 2018,5326,5326,25 Jan 2018,,Red Multi-Coat,18 inch Aero,,,,,RWD,Black,PUP,LR,,31 Jan 2018,,,7 Feb 2018,Delivered,,20 days,
BGSTU,Edit,Las Vegas,NV,USA,Owner or previous owner,31 Mar 2016,Pacific Time,6:00 PM,Online,18 Jan 2018,18 Jan 2018,,,,,Midnight Silver Metallic,19 inch Sport,Full Self-Driving,,,,RWD,Black,PUP,LR,,31 Jan 2018,,,20 Feb 2018,Delivered,,,
BhaveshChauhan,Edit ,Calgary,AB,Canada,Non-owner,31 Mar 2016,Mountain Time,9:00 PM,Online,27 Mar 2018,,,,,,Pearl White Multi-Coat,18 inch Aero,Enhanced Autopilot,,,,RWD,White,PUP,LR,Waiting for white interior,28 Mar 2018,,,,.Deferring,,,
bhz,Edit,Tysons,VA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,11:00 AM,In-Store,4 Jan 2018,6 Jan 2018,56xx,5655,25 Jan 2018,6 Feb 2018,Pearl White Multi-Coat,18 inch Aero,Enhanced Autopilot,,,,,,,,,31 Jan 2018,,,6 Feb 2018,Delivered,31 days,19 days,12 days
bidiot,Edit ,Tuscaloosa,AL,USA,Owner or previous owner,22 Jun 2017,Pacific Time,12:00 AM,Online,14 Feb 2018,14 Feb 2018,65xx,6555,7 Mar 2018,29 Mar 2018,Solid Black,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,9 Mar 2018,,,29 Mar 2018,Delivered,43 days,21 days,22 days
bifff67,Edit,Fairfax,VA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,7:00 PM,Online,4 Jan 2018,4 Jan 2018,3847,3847,17 Jan 2018,26 Jan 2018,Solid Black,18 inch Aero,Full Self-Driving,,,,RWD,Black,PUP,LR,,31 Jan 2018,,,26 Jan 2018,Delivered,22 days,13 days,9 days
Big Dog,Edit ,Newport Beach,CA,USA,Non-owner,31 Mar 2016,Pacific Time,11:10 AM,In-Store,22 Mar 2018,22 Mar 2018,,,,,Red Multi-Coat,19 inch Sport,Enhanced Autopilot,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,24 Mar 2018,,,,Configured,,,
Big Dog (2),Edit ,Newport Beach,CA,USA,Non-owner,31 Mar 2016,Pacific Time,11:10 AM,In-Store,22 Mar 2018,,,,,,,,,,,,,,,,Have not confirgured 2nd rez.,24 Mar 2018,,,,.Deferring,,,
Big Earl,Edit,Springfield,VA,USA,Non-owner,31 Mar 2016,Pacific Time,6:30 PM,In-Store,,,,,,,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,Apr 2018 - Jun 2018,,,AWD,White,PUP,LR,I prefer black Alcantara headliner,31 Jan 2018,,,, Not yet invited,,,
Big River,Edit ,Pittsburgh,PA,USA,Owner or previous owner,2 Apr 2016,Pacific Time,4:00 AM,Online,25 Jan 2018,,,,,,Solid Black,18 inch Aero,Enhanced Autopilot,,Late 2018,Mid 2018,AWD,Cream,PUP,LR,AWD,11 Feb 2018,,,,.Deferring,,,
big_z,Edit ,,OH,USA,Non-owner,31 Mar 2016,Pacific Time,11:00 AM,In-Store,22 Mar 2018,22 Mar 2018,,,,,Red Multi-Coat,18 inch Aero,,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,24 Mar 2018,,,,Configured,,,
bigal,Edit ,San Francisco,CA,USA,Owner or previous owner,1 Sep 2017,Pacific Time,,Online,14 Feb 2018,14 Feb 2018,75**,7555,15 Mar 2018,22 Mar 2018,Pearl White Multi-Coat,18 inch Aero,None,,,,RWD,Black,PUP,LR,,22 Mar 2018,,,22 Mar 2018,Delivered,36 days,29 days,7 days
bigbadbobbyb,Edit ,"Oakbrook, IL",IL,USA,Non-owner,31 Mar 2016,Pacific Time,11:20 AM,In-Store,,,,,,,Red Multi-Coat,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,Late 2018,Late 2018,AWD,White,PUP,LR,,25 Feb 2018,,,, Not yet invited,,,
bigbunnyrabbit,Edit,Decatur,GA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,8:30 PM,Online,4 Jan 2018,,,,,,Solid Black,18 inch Aero,Enhanced Autopilot,,,,RWD,White,PUP,LR,white interior option,31 Jan 2018,,,,.Deferring,,,
BigDaddy4K,Edit,Colts Neck,NJ,USA,Non-owner,1 Apr 2016,Pacific Time,10:00 PM,Online,,,,,,,,18 inch Aero,None,May 2018 - Jul 2018,Early 2019,Late 2018,RWD,,,LR,,31 Jan 2018,,,, Not yet invited,,,
Bigdela,Edit ,"Portland, OR",OR,USA,Owner or previous owner,31 Mar 2016,Pacific Time,8:30 AM,In-Store,14 Feb 2018,14 Feb 2018,912X,9125,15 Mar 2018,27 Mar 2018,Pearl White Multi-Coat,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,21 Mar 2018,,,27 Mar 2018,Delivered,41 days,29 days,12 days
biggwhiskey,Edit ,"Hoboken, NJ",NJ,USA,Non-owner,31 Mar 2016,Eastern Time,9:35 PM,Online,13 Apr 2018,13 Apr 2018,,,,,Deep Blue Metallic,18 inch Aero,Enhanced Autopilot,May 2018 - Jul 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,,13 Apr 2018,,,,Configured,,,
bigot,Edit ,Dallas,TX,USA,Non-owner,31 Mar 2016,Pacific Time,5:00 PM,Online,,,,,,,Pearl White Multi-Coat,18 inch Aero,,Dec 2017 - Feb 2018,Apr 2018 - Jun 2018,,,,,,,26 Feb 2018,,,, Not yet invited,,,
BigRedTek,Edit ,Beaverton,OR,USA,Non-owner,31 Mar 2016,Pacific Time,10:30 AM,In-Store,1 Mar 2018,1 Mar 2018,131xx,13155,6 Apr 2018,18 Apr 2018,Deep Blue Metallic,18 inch Aero,Enhanced Autopilot,Dec 2017 - Feb 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,,11 Apr 2018,,,,Del scheduled,48 days,36 days,12 days
Bigsam411,Edit ,Northville,MI,USA,Non-owner,28 Feb 2018,Pacific Time,10:06 AM,Online,,,,,,,,,,Late 2018,Early 2019,Late 2018,,,,,"Ordered late because I want to be able to get the car when my current lease runs up. I want the LR battery with Dual Motor, PUP, and autopilot",24 Mar 2018,,,, Not yet invited,,,
billmckee,Edit ,Canandaigua,NY,USA,Non-owner,31 Mar 2016,Pacific Time,8:30 AM,In-Store,22 Mar 2018,,,,,,Red Multi-Coat,19 inch Sport,Enhanced Autopilot,Mar 2018 - May 2018,Late 2018,Mid 2018,Performance,Black,PUP,LR,,22 Mar 2018,,,,.Deferring,,,
binkbankbonk,Edit ,Minneapolis,MN,USA,Non-owner,31 Mar 2016,Pacific Time,11:40 AM,In-Store,,,,,,,Midnight Silver Metallic,18 inch Aero,None,Mar 2018 - May 2018,Late 2018,Late 2018,AWD,Black,Standard,SR,,8 Mar 2018,,,, Not yet invited,,,
biosehnsucht,Edit ,DFW,TX,USA,Non-owner,31 Mar 2016,Central Time,12:30 PM,In-Store,6 Apr 2018,,,,,,,,,Mar 2018 - May 2018,Late 2018,Late 2018,,,,,"Waiting for now, undecided AWD vs RWD, SR vs LR",6 Apr 2018,,,,.Deferring,,,
bitenomnom,Edit,Omaha,NE,USA,Non-owner,10 Apr 2017,Pacific Time,4:00 PM,Online,,,,,,,,18 inch Aero,,Aug 2018 - Oct 2018,,,RWD,Black,PUP,LR,,31 Jan 2018,,,, Not yet invited,,,
bj,Edit ,,CA,USA,Non-owner,31 Mar 2016,Pacific Time,11:00 AM,In-Store,,,,,,,,,,Mar 2018 - May 2018,Late 2018,Late 2018,,,,,,25 Feb 2018,,,, Not yet invited,,,
bjori,Edit ,Palo Alto,CA,USA,Non-owner,31 Mar 2016,Pacific Time,2:00 PM,In-Store,10 Apr 2018,10 Apr 2018,,,,,Midnight Silver Metallic,18 inch Aero,Full Self-Driving,Mar 2018 - May 2018,,,RWD,Black,PUP,LR,,10 Apr 2018,,,,Configured,,,
bkruhlak,Edit ,Bellingham,WA,USA,Non-owner,31 Mar 2016,Pacific Time,9:46 AM,In-Store,22 Feb 2018,22 Feb 2018,11352,11352,23 Mar 2018,29 Mar 2018,Solid Black,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,26 Mar 2018,,,29 Mar 2018,Delivered,35 days,29 days,6 days
bkruhlak (2),Edit ,Bellingham,WA,USA,Non-owner,31 Mar 2016,Pacific Time,9:46 AM,In-Store,22 Feb 2018,,,,,,,,,,,,,,,,May sell first car and buy SR battery,26 Mar 2018,,,,.Deferring,,,
Black3,Edit ,Fremont,CA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,11:00 AM,In-Store,7 Dec 2017,29 Jan 2018,52xx,5255,2 Mar 2018,9 Apr 2018,Silver Metallic,18 inch Aero,Full Self-Driving,,,,RWD,Black,PUP,LR,,6 Mar 2018,,,9 Apr 2018,Delivered,70 days,32 days,38 days
BlackMamba,Edit ,Baltimore ,MD,USA,Owner or previous owner,14 Feb 2018,Pacific Time,5:00 PM,Online,14 Feb 2018,14 Feb 2018,84XX,8455,7 Mar 2018,29 Mar 2018,Midnight Silver Metallic,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,PUP,LR,,14 Mar 2018,,,29 Mar 2018,Delivered,43 days,21 days,22 days
Blair0011,Edit ,San Diego,CA,USA,Non-owner,31 Mar 2016,Pacific Time,7:05 PM,Online,28 Feb 2018,28 Feb 2018,1164x,11645,27 Mar 2018,9 Apr 2018,Silver Metallic,18 inch Aero,None,,,,RWD,Black,PUP,LR,,9 Apr 2018,,,9 Apr 2018,Delivered,40 days,27 days,13 days
blamo,Edit ,Seattle,WA,USA,Non-owner,31 Mar 2016,Eastern Time,11:50 PM,Online,,,,,,,Midnight Silver Metallic,18 inch Aero,Enhanced Autopilot,,,,RWD,Black,,LR,,11 Apr 2018,,,, Not yet invited,,,
BlastedPrism,Edit ,Royal Oak,MI,USA,Non-owner,16 Aug 2016,Pacific Time,9:00 PM,Online,,,,,,,,18 inch Aero,,Jul 2018 - Sep 2018,Early 2019,Late 2018,RWD,,,LR,,12 Mar 2018,,,, Not yet invited,,,
Blasterdude8,Edit ,Boston Area,MA,USA,Non-owner,31 Mar 2016,Pacific Time,8:00 AM,In-Store,22 Feb 2018,,,,,,,,,,,,,,,,,22 Feb 2018,,,,.Deferring,,,
Blasterdude8 (2),Edit ,,CT,USA,Non-owner,9 Jun 2017,Pacific Time,6:00 PM,Online,,,,,,,,,,,,,,,,,,22 Feb 2018,,,, Not yet invited,,,
BLAU,Edit ,Alameda,CA,USA,Non-owner,8 Jan 2017,Pacific Time,10:47 PM,Online,,,,,,,,,,Jul 2018 - Sep 2018,Early 2019,Late 2018,,,,,No choice,22 Feb 2018,,,, Not yet invited,,,
Blavious,Edit ,Raleigh,NC,USA,Non-owner,31 Mar 2016,Eastern Time,2:02 PM,In-Store,6 Apr 2018,6 Apr 2018,,,,,Pearl White Multi-Coat,18 inch Aero,Enhanced Autopilot,Apr 2018 - Jun 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,,6 Apr 2018,,,,Configured,,,
blissedout,Edit ,,CT,USA,Owner or previous owner,3 Jul 2017,Pacific Time,,Online,15 Feb 2018,,,,,,,,,,,,,,,,,15 Feb 2018,,,,.Deferring,,,
bltsndwch,Edit ,Pensacola,FL,USA,Non-owner,31 Mar 2016,Central Time,10:00 PM,Online,13 Apr 2018,,,,,,,18 inch Aero,Enhanced Autopilot,May 2018 - Jul 2018,,,RWD,Black,PUP,LR,,14 Apr 2018,,,,.Deferring,,,
Blue (see col AC),Edit ,Fairfield County,CT,USA,Non-owner,31 Mar 2016,Eastern Time,10:10 AM,In-Store,22 Mar 2018,22 Mar 2018,,,4 Apr 2018,7 Apr 2018,Deep Blue Metallic,18 inch Aero,None,Mar 2018 - May 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,Not waiting,6 Apr 2018,VINs can include x or xx but not xxx. You can resubmit the form with xx or without a VIN. Click 'Edit' next to your username to make changes. Thanks.,,7 Apr 2018,Delivered,16 days,13 days,3 days
blue1n,Edit ,Toronto,ON,Canada,Non-owner,19 Dec 2016,Eastern Time,8:23 PM,Online,,,,,,,,,,,,,,,,,,2 Apr 2018,,,, Not yet invited,,,
bluedeviled_egg,Edit ,Los Angeles,CA,USA,Non-owner,31 Mar 2016,Pacific Time,7:30 PM,Online,22 Mar 2018,22 Mar 2018,,,,,Solid Black,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,Late 2018,Late 2018,RWD,Black,PUP,LR,,3 Apr 2018,,,,Configured,,,
blueflash17,Edit,Irvine,CA,USA,Owner or previous owner,31 Mar 2016,Pacific Time,8:00 PM,Online,21 Dec 2017,,,,,,,,,Jan 2018 - Mar 2018,,,,,,,"white interior, AWD",31 Jan 2018,,,,.Deferring,,,
BlueHybrid,Edit,Ashburn,VA,USA,Non-owner,3 Apr 2016,Pacific Time,4:00 PM,Online,,,,,,,Deep Blue Metallic,18 inch Aero,Enhanced Autopilot,,,,,,,,,31 Jan 2018,,,, Not yet invited,,,
BluePhoton,Edit,Scottsdale,AZ,USA,Non-owner,31 Mar 2016,Pacific Time,6:00 PM,Online,,,,,,,,,,Apr 2018 - Jun 2018,,,,,,,,31 Jan 2018,,,, Not yet invited,,,
blues17,Edit ,Bay Area,CA,USA,Non-owner,31 Mar 2016,Pacific Time,1:10 PM,In-Store,,,,,,,,18 inch Aero,Enhanced Autopilot,Mar 2018 - May 2018,Late 2018,Late 2018,,Black,PUP,LR,,23 Feb 2018,,,, Not yet invited,,,
Blueshift,Edit ,St. Louis,MO,USA,Non-owner,31 Mar 2016,Pacific Time,12:45 PM,In-Store,22 Mar 2018,,,,,,,18 inch Aero,None,,Late 2018,Mid 2018,RWD,Black,Standard,SR,,22 Mar 2018,,,,.Deferring,,,
bluesolarflare,Edit ,"Riverside, CA",CA,USA,Non-owner,7 Apr 2016,Pacific Time,9:00 AM,Online,,,,,,,Deep Blue Metallic,19 inch Sport,None,Jun 2018 - Aug 2018,,,RWD,Black,PUP,LR,,2 Apr 2018,,,, Not yet invited,,,
BlueWRXPride,Edit ,Syracuse,NY,USA,Non-owner,31 Mar 2016,Eastern Time,10:30 PM,Online,13 Apr 2018,,,,,,Deep Blue Metallic,18 inch Aero,None,Apr 2018 - Jun 2018,Late 2018,Late 2018,RWD,Black,Standard,SR,,13 Apr 2018,,,,.Deferring,,,
